gender,degree,born,Family_income,nation_race,nation_welfare,Assistance_to_the_poor,social_security,natcrime,natdrug,Immigration,relig,religinf,opsex,homo_marriage,abortion,age_group,race
Male,High School,Yes,"Under $10,000",Too little,Too little,NA,Too little,Too little,1,NA,Other,Strongly agree,Not important at all,Strongly agree,NA,20-29 years old,White
Female,High School,Yes,"$10,000 ~ $19,999",NA,NA,Too little,About right,NA,NA,NA,Muslim/Islam,Strongly disagree,NA,Neither,No,40-49 years old,Other
Female,High School,Yes,"Under $10,000",NA,NA,About right,Too little,NA,NA,NA,Christian,NA,NA,NA,NA,40-49 years old,Asian
NA,Graduate,Yes,NA,NA,Too much,NA,About right,Too much,3,NA,Christian,Strongly disagree,Not important at all,Strongly disagree,NA,NA,Hispanic
Male,Bachelors,Yes,"$90,000 ~ $129,999",NA,NA,About right,Too little,NA,NA,NA,Christian,NA,NA,Neither,No,NA,White
Female,High School,Yes,"$20,000 ~ $39,999",Too little,Too little,NA,Too little,Too little,1,NA,None,Strongly disagree,Not important at all,Agree,NA,60-69 years old,White
Male,High School,Yes,"$60,000 ~ $89,999",NA,NA,Too much,About right,NA,NA,Agree,Christian,Strongly disagree,NA,Strongly disagree,No,40-49 years old,White
Male,High School,Yes,"$40,000 ~ $59,999",NA,NA,Too little,Too little,NA,NA,NA,Christian,Neither,Not important at all,Strongly agree,No,50-59 years old,Black
Female,High School,Yes,"$40,000 ~ $59,999",Too little,Too little,NA,Too little,Too little,1,Neither,Christian,Strongly disagree,NA,NA,NA,50-59 years old,Black
Female,Bachelors,Yes,NA,Too little,About right,NA,About right,Too little,2,Strongly disagree,None,Agree,NA,NA,NA,NA,Black
Female,Less than high school,Yes,"$60,000 ~ $89,999",Too little,About right,NA,Too little,Too little,1,NA,Christian,Disagree,NA,Neither,NA,70-79 years old,Black
Male,High School,Yes,"$40,000 ~ $59,999",Too little,Too little,NA,Too little,Too little,2,NA,None,NA,NA,NA,NA,NA,Other
Female,High School,Yes,"$20,000 ~ $39,999",Too little,Too much,NA,Too little,Too little,1,NA,Catholic,Neither,Not very important,Agree,NA,80-89 years old,White
Male,NA,No,NA,About right,About right,NA,About right,About right,2,NA,Hinduism,Neither,NA,Neither,NA,NA,Asian
Female,High School,Yes,"$20,000 ~ $39,999",Too much,Too much,NA,Too little,Too little,2,NA,Christian,Disagree,Not very important,Neither,NA,50-59 years old,White
Female,High School,Yes,"$40,000 ~ $59,999",Too little,Too little,NA,Too little,Too little,1,NA,Christian,NA,NA,NA,NA,50-59 years old,White
Male,High School,Yes,"$40,000 ~ $59,999",Too little,Too much,NA,Too little,About right,2,NA,Christian,Agree,Fairly important,Strongly disagree,NA,30-39 years old,Black
Female,High School,Yes,"$40,000 ~ $59,999",NA,NA,Too little,Too little,NA,NA,NA,Christian,Disagree,Not important at all,NA,NA,50-59 years old,White
Female,Bachelors,No,"$60,000 ~ $89,999",NA,NA,Too much,About right,NA,NA,Strongly disagree,Christian,Neither,NA,Strongly agree,Yes,30-39 years old,Asian
Male,Less than high school,No,"$10,000 ~ $19,999",About right,About right,NA,About right,About right,2,Neither,Catholic,Agree,NA,NA,NA,30-39 years old,Hispanic
Other,Associate College,Yes,"$40,000 ~ $59,999",NA,NA,Too little,Too little,NA,NA,Agree,Christian,Neither,NA,Strongly disagree,Yes,40-49 years old,Hispanic
Female,High School,Yes,"Under $10,000",Too little,About right,NA,About right,About right,2,NA,Other,Neither,Not very important,Agree,NA,50-59 years old,Other
Female,High School,No,"Under $10,000",NA,NA,Too little,Too little,NA,NA,NA,None,Disagree,Not important at all,Agree,Yes,20-29 years old,Hispanic
Female,High School,Yes,"Under $10,000",NA,NA,Too little,About right,NA,NA,Neither,Muslim/Islam,Disagree,NA,Neither,Yes,30-39 years old,White
Female,Graduate,Yes,"$90,000 ~ $129,999",About right,Too much,NA,About right,Too little,2,Neither,Catholic,Disagree,NA,Strongly agree,NA,70-79 years old,White
Female,High School,No,"Under $10,000",About right,Too much,NA,About right,Too little,1,Neither,Catholic,Neither,NA,NA,NA,30-39 years old,Hispanic
Female,Graduate,Yes,"$170,000 or over",Too little,About right,NA,About right,About right,1,NA,Christian,Neither,Not very important,Agree,NA,60-69 years old,White
Female,High School,Yes,"$10,000 ~ $19,999",NA,NA,About right,Too little,NA,NA,NA,Hinduism,Neither,Fairly important,NA,NA,50-59 years old,Black
Male,High School,Yes,"$90,000 ~ $129,999",About right,Too much,NA,About right,Too much,3,Neither,Catholic,Disagree,NA,NA,NA,30-39 years old,White
Female,Graduate,Yes,"$170,000 or over",NA,NA,Too little,Too little,NA,NA,Strongly disagree,Catholic,Neither,NA,Strongly agree,Yes,70-79 years old,White
Male,High School,Yes,"$170,000 or over",Too much,Too much,NA,Too little,Too little,3,NA,Christian,Strongly disagree,Fairly important,Strongly disagree,NA,50-59 years old,White
Female,High School,Yes,"$20,000 ~ $39,999",NA,NA,Too little,Too little,NA,NA,NA,Christian,Disagree,Very important,Strongly disagree,Yes,40-49 years old,White
Female,Graduate,Yes,"$170,000 or over",NA,NA,Too little,Too little,NA,NA,Disagree,Christian,Disagree,NA,Strongly agree,Yes,70-79 years old,Black
Female,High School,Yes,NA,Too little,Too much,NA,Too little,About right,2,NA,Christian,Disagree,Very important,Strongly disagree,NA,NA,Hispanic
Female,Graduate,Yes,"$130,000 ~ $169,999",NA,NA,Too little,Too little,NA,NA,NA,Christian,Neither,Not important at all,Neither,Yes,40-49 years old,Black
Male,Bachelors,Yes,"$130,000 ~ $169,999",NA,NA,Too little,Too little,NA,NA,Agree,None,Strongly agree,NA,Strongly agree,Yes,30-39 years old,White
Female,High School,Yes,"Under $10,000",Too little,About right,NA,Too little,About right,1,NA,Catholic,Neither,NA,Strongly agree,NA,40-49 years old,White
Other,Bachelors,Yes,"$20,000 ~ $39,999",Too little,Too little,NA,Too little,Too little,1,Neither,Catholic,Neither,NA,NA,NA,30-39 years old,White
Male,NA,Yes,NA,Too little,Too little,NA,Too little,Too little,1,Strongly disagree,Christian,Neither,NA,Strongly disagree,NA,50-59 years old,Black
Male,High School,Yes,"$40,000 ~ $59,999",NA,NA,Too little,Too little,NA,NA,NA,None,Strongly agree,Not important at all,Disagree,Yes,60-69 years old,White
Female,High School,No,"Under $10,000",NA,NA,About right,About right,NA,NA,NA,None,Neither,Not important at all,NA,NA,40-49 years old,Black
Female,Less than high school,Yes,NA,Too little,About right,NA,About right,About right,2,Neither,None,Neither,NA,Neither,NA,20-29 years old,White
Female,NA,No,"$60,000 ~ $89,999",About right,Too little,NA,Too little,Too little,1,Disagree,NA,Strongly disagree,NA,NA,NA,60-69 years old,White
Female,Bachelors,No,"$40,000 ~ $59,999",NA,NA,About right,Too little,NA,NA,Neither,Catholic,Strongly agree,NA,Strongly agree,Yes,30-39 years old,Hispanic
Male,Bachelors,Yes,"$90,000 ~ $129,999",NA,NA,About right,About right,NA,NA,Agree,Christian,Agree,NA,Agree,Yes,NA,White
Male,Bachelors,Yes,"$170,000 or over",Too little,Too much,NA,About right,About right,2,Neither,Catholic,Neither,NA,NA,NA,60-69 years old,White
Male,Graduate,Yes,"$170,000 or over",NA,NA,About right,About right,NA,NA,Neither,Christian,Disagree,NA,Neither,No,40-49 years old,White
Female,Bachelors,Yes,"$90,000 ~ $129,999",Too little,Too little,NA,Too little,Too little,1,NA,None,Agree,Not very important,Strongly agree,NA,20-29 years old,White
Female,Associate College,No,"$130,000 ~ $169,999",NA,NA,About right,About right,NA,NA,Disagree,Hinduism,Agree,NA,Agree,No,60-69 years old,Asian
Male,Graduate,No,"$90,000 ~ $129,999",Too little,Too little,NA,About right,Too much,1,Strongly disagree,Muslim/Islam,Agree,NA,NA,NA,30-39 years old,Asian
Female,Associate College,Yes,"$60,000 ~ $89,999",NA,NA,Too little,Too little,NA,NA,Disagree,None,Agree,NA,Strongly agree,Yes,40-49 years old,White
Female,High School,Yes,"$90,000 ~ $129,999",NA,NA,About right,Too little,NA,NA,Neither,Catholic,Neither,NA,Strongly agree,Yes,60-69 years old,White
Female,Graduate,Yes,"$170,000 or over",NA,NA,Too little,Too little,NA,NA,NA,Christian,Agree,Fairly important,NA,NA,30-39 years old,White
Male,High School,Yes,"$10,000 ~ $19,999",NA,NA,Too little,Too little,NA,NA,NA,Catholic,NA,Not important at all,Agree,No,30-39 years old,White
Male,High School,Yes,"$20,000 ~ $39,999",NA,NA,Too little,Too little,NA,NA,NA,Christian,Disagree,Not very important,Agree,Yes,60-69 years old,Other
Female,Bachelors,Yes,"$90,000 ~ $129,999",NA,NA,Too little,About right,NA,NA,Disagree,Christian,Neither,NA,Strongly agree,Yes,30-39 years old,White
Female,High School,No,NA,NA,NA,Too little,Too little,NA,NA,NA,Christian,Neither,NA,Strongly agree,No,20-29 years old,Other
Female,High School,Yes,"Under $10,000",NA,NA,Too little,Too little,NA,NA,NA,Christian,Disagree,Not important at all,Strongly agree,Yes,40-49 years old,White
Female,Graduate,Yes,"$60,000 ~ $89,999",NA,NA,Too little,About right,NA,NA,NA,Catholic,Neither,Not very important,NA,NA,40-49 years old,White
Female,Bachelors,Yes,"$40,000 ~ $59,999",NA,NA,Too little,Too little,NA,NA,NA,Christian,Disagree,Very important,Agree,Yes,70-79 years old,White
NA,High School,No,Refused,Too little,About right,NA,About right,Too little,1,NA,Catholic,NA,NA,Neither,NA,NA,White
Male,Bachelors,No,"$40,000 ~ $59,999",NA,NA,Too little,About right,NA,NA,NA,Muslim/Islam,Disagree,Not very important,Disagree,No,30-39 years old,White
Male,Bachelors,Yes,"$40,000 ~ $59,999",NA,NA,About right,About right,NA,NA,Neither,None,Strongly disagree,NA,Neither,Yes,30-39 years old,White
Female,Associate College,Yes,"$40,000 ~ $59,999",Too little,Too little,NA,Too little,About right,1,Strongly disagree,Christian,Strongly agree,NA,Strongly agree,NA,60-69 years old,White
Male,Associate College,Yes,"$40,000 ~ $59,999",NA,NA,Too little,Too little,NA,NA,NA,Christian,Neither,NA,NA,NA,NA,White
Female,High School,Yes,"Under $10,000",Too little,NA,NA,Too little,Too little,1,Strongly disagree,Christian,Disagree,NA,NA,NA,50-59 years old,White
Male,High School,Yes,"$60,000 ~ $89,999",NA,NA,Too little,Too little,NA,NA,NA,Christian,Agree,Not important at all,NA,NA,60-69 years old,White
Male,Bachelors,No,NA,NA,NA,Too little,Too little,NA,NA,NA,Christian,Strongly agree,Not important at all,Strongly agree,No,50-59 years old,White
Male,Graduate,No,"$170,000 or over",Too little,About right,NA,About right,Too little,1,Disagree,Christian,Neither,NA,NA,NA,NA,Asian
Female,Graduate,Yes,"$60,000 ~ $89,999",NA,NA,Too little,Too little,NA,NA,Disagree,Christian,Disagree,NA,Strongly agree,No,30-39 years old,White
Female,NA,Yes,NA,NA,NA,Too little,Too little,NA,NA,Disagree,None,Strongly agree,NA,Strongly agree,Yes,60-69 years old,Other
Male,Graduate,No,"$170,000 or over",About right,About right,NA,About right,Too little,1,NA,None,Strongly agree,Not very important,Strongly agree,NA,30-39 years old,Asian
Male,Graduate,Yes,NA,NA,NA,Too much,About right,NA,NA,NA,None,Agree,Not important at all,NA,NA,50-59 years old,Other
Male,Bachelors,No,"$170,000 or over",Too little,About right,NA,About right,About right,1,Neither,Hinduism,Neither,NA,Strongly agree,NA,NA,Asian
Male,Graduate,No,"$90,000 ~ $129,999",Too much,Too much,NA,Too much,About right,3,Disagree,None,Agree,NA,NA,NA,30-39 years old,White
Male,High School,Yes,"$40,000 ~ $59,999",Too little,Too little,NA,Too little,Too little,2,Neither,Christian,Strongly agree,NA,Strongly agree,NA,70-79 years old,Black
Male,High School,Yes,"$20,000 ~ $39,999",NA,NA,Too little,Too little,NA,NA,NA,None,Neither,Not important at all,NA,NA,30-39 years old,Other
Female,Graduate,Yes,"$90,000 ~ $129,999",NA,NA,Too little,About right,NA,NA,Strongly disagree,None,Neither,NA,Strongly agree,Yes,30-39 years old,White
Female,High School,Yes,"$20,000 ~ $39,999",NA,NA,Too little,Too little,NA,NA,NA,None,NA,Not important at all,Agree,No,NA,White
Male,High School,Yes,"$40,000 ~ $59,999",NA,NA,Too little,Too little,NA,NA,Neither,Christian,Strongly disagree,NA,Strongly disagree,No,40-49 years old,Hispanic
Female,Bachelors,Yes,"$90,000 ~ $129,999",Too little,Too much,NA,Too little,About right,1,NA,None,Neither,Not very important,Agree,NA,30-39 years old,White
Female,High School,Yes,"$130,000 ~ $169,999",NA,NA,Too little,Too little,NA,NA,NA,None,Agree,Very important,Strongly agree,Yes,30-39 years old,White
Male,Bachelors,Yes,"$170,000 or over",NA,NA,Too little,Too little,NA,NA,Agree,Christian,Neither,NA,Agree,No,50-59 years old,White
Male,High School,Yes,"$20,000 ~ $39,999",About right,Too much,NA,About right,About right,2,Agree,None,Strongly agree,NA,Strongly agree,NA,30-39 years old,White
Female,Bachelors,Yes,"$60,000 ~ $89,999",About right,About right,NA,Too little,Too little,NA,NA,Christian,Neither,Not important at all,Agree,NA,70-79 years old,White
Female,Associate College,Yes,NA,Too little,Too little,NA,Too little,About right,1,Disagree,None,Strongly agree,NA,Strongly agree,NA,20-29 years old,White
Female,Associate College,Yes,"$40,000 ~ $59,999",NA,NA,About right,Too little,NA,NA,NA,None,Agree,Not important at all,Strongly agree,Yes,50-59 years old,White
Female,High School,Yes,"$90,000 ~ $129,999",NA,NA,About right,Too little,NA,NA,NA,Christian,Strongly disagree,Not very important,NA,NA,60-69 years old,White
Male,High School,Yes,"$20,000 ~ $39,999",Too little,Too little,NA,Too little,Too much,1,NA,None,Strongly agree,Fairly important,Strongly agree,NA,30-39 years old,White
Female,High School,Yes,"Under $10,000",NA,NA,Too little,About right,NA,NA,NA,Catholic,Agree,Very important,Strongly disagree,No,40-49 years old,American Native
Male,Bachelors,Yes,"Under $10,000",NA,NA,Too little,Too little,NA,NA,Strongly disagree,Christian,Strongly agree,NA,Strongly agree,Yes,20-29 years old,White
Female,Graduate,Yes,NA,NA,NA,Too little,About right,NA,NA,NA,None,Agree,Not very important,Strongly agree,Yes,30-39 years old,White
Male,Graduate,Yes,"$130,000 ~ $169,999",Too little,About right,NA,About right,About right,1,Disagree,Christian,Neither,NA,NA,NA,30-39 years old,White
Male,Graduate,Yes,"$130,000 ~ $169,999",About right,About right,NA,About right,Too little,1,NA,Christian,Neither,Not important at all,Strongly agree,NA,60-69 years old,White
Female,High School,Yes,"$40,000 ~ $59,999",Too little,Too little,NA,About right,Too little,2,Neither,None,Neither,NA,NA,NA,50-59 years old,White
Male,High School,No,"$20,000 ~ $39,999",About right,About right,NA,About right,Too little,1,NA,Christian,Disagree,Fairly important,Agree,NA,60-69 years old,White
Male,Associate College,Yes,"$130,000 ~ $169,999",About right,Too much,NA,Too little,Too little,1,Neither,Christian,Disagree,NA,Strongly disagree,NA,60-69 years old,White
Male,Bachelors,Yes,NA,Too little,Too little,NA,Too little,Too little,1,NA,None,Agree,Very important,Strongly agree,NA,NA,Other
Male,Bachelors,Yes,"$90,000 ~ $129,999",Too little,Too much,NA,About right,About right,2,Neither,Christian,Neither,NA,Agree,NA,60-69 years old,White
Male,High School,Yes,"$20,000 ~ $39,999",NA,NA,Too much,Too little,NA,NA,Agree,Christian,Neither,NA,Strongly agree,Yes,60-69 years old,White
Female,High School,Yes,NA,NA,NA,About right,Too little,NA,NA,NA,Christian,Strongly disagree,NA,Neither,No,60-69 years old,White
Female,Bachelors,Yes,"$60,000 ~ $89,999",NA,NA,Too little,Too little,NA,NA,NA,Christian,Agree,Very important,NA,NA,30-39 years old,White
Male,High School,No,"$10,000 ~ $19,999",NA,NA,Too little,Too little,NA,NA,NA,Catholic,Neither,Not important at all,Strongly agree,Yes,60-69 years old,Hispanic
Male,High School,No,"$20,000 ~ $39,999",About right,Too little,NA,About right,About right,NA,Strongly disagree,Catholic,Disagree,NA,NA,NA,60-69 years old,White
Female,High School,Yes,"$20,000 ~ $39,999",NA,NA,About right,Too little,NA,NA,NA,Buddhism,Neither,Not important at all,NA,NA,30-39 years old,White
Male,Bachelors,Yes,"$170,000 or over",NA,NA,Too little,Too little,NA,NA,Neither,Catholic,Neither,NA,Agree,Yes,60-69 years old,White
Female,Bachelors,Yes,"$40,000 ~ $59,999",Too little,Too little,NA,Too little,Too little,1,Disagree,None,Strongly agree,NA,NA,NA,NA,White
Female,Bachelors,Yes,"$60,000 ~ $89,999",NA,NA,About right,Too much,NA,NA,NA,Catholic,Agree,Not important at all,Strongly agree,No,20-29 years old,Other
Female,Bachelors,Yes,"$90,000 ~ $129,999",About right,Too little,NA,About right,About right,2,Disagree,None,Agree,NA,NA,NA,60-69 years old,White
Female,Bachelors,Yes,"$90,000 ~ $129,999",About right,Too much,NA,Too little,Too little,2,Neither,Catholic,Neither,NA,Strongly agree,NA,20-29 years old,White
NA,Less than high school,NA,Refused,NA,NA,Too little,Too little,NA,NA,NA,NA,NA,NA,NA,NA,NA,American Native
Male,Bachelors,Yes,"$170,000 or over",NA,NA,About right,Too little,NA,NA,NA,Jewish,Strongly agree,Fairly important,Strongly agree,Yes,60-69 years old,White
Female,Bachelors,Yes,"$90,000 ~ $129,999",About right,About right,NA,About right,About right,1,NA,Christian,Disagree,Not important at all,Neither,NA,40-49 years old,White
Male,Bachelors,No,"$60,000 ~ $89,999",Too little,Too little,NA,Too little,Too little,1,Strongly disagree,None,Agree,NA,Strongly agree,NA,30-39 years old,White
Male,Bachelors,Yes,"$60,000 ~ $89,999",NA,NA,Too little,Too little,NA,NA,NA,None,Strongly agree,Not important at all,Strongly agree,Yes,50-59 years old,White
Female,Graduate,No,"$170,000 or over",Too little,Too little,NA,About right,About right,2,Strongly disagree,None,Strongly agree,NA,NA,NA,NA,Hispanic
Female,Graduate,Yes,"$130,000 ~ $169,999",Too little,Too little,NA,About right,NA,1,NA,None,Strongly agree,Not very important,Strongly agree,NA,60-69 years old,White
Male,High School,Yes,"$40,000 ~ $59,999",Too little,About right,NA,Too little,Too little,1,NA,None,Strongly agree,Fairly important,Strongly agree,NA,60-69 years old,White
Male,High School,Yes,"$130,000 ~ $169,999",About right,Too much,NA,Too little,About right,1,Disagree,None,Strongly agree,NA,NA,NA,30-39 years old,White
Male,Bachelors,Yes,"$40,000 ~ $59,999",About right,About right,NA,Too little,Too little,1,NA,Catholic,Disagree,Not very important,Disagree,NA,70-79 years old,White
Female,Associate College,Yes,"$60,000 ~ $89,999",Too little,About right,NA,Too little,Too little,1,Neither,Christian,Disagree,NA,Neither,NA,NA,Other
Male,Bachelors,Yes,"$40,000 ~ $59,999",NA,NA,Too little,Too little,NA,NA,Strongly disagree,None,Strongly agree,NA,Strongly agree,Yes,20-29 years old,White
